Item_ID,Name,Category,wholesale_Cost,warehouse_Loc
540669329203,Secured didactic focus group Pack,Chips,2.8,WH-01
381000801231,Business-focused human-resourc Box,Soda,3.96,WH-19
327619609085,User-centric composite superst Bar,Energy Drinks,4.34,WH-07
581272795971,Optimized bifurcated neural-ne Can,Chips,0.52,WH-15
548593852689,Digitized tertiary ability Pack,Chips,4.03,WH-08
475027271709,Advanced mission-critical infr Can,Snack,3.12,WH-12
176694993071,Networked multi-tasking defini Box,Chips,1.65,WH-08
605509917116,Reactive multi-state website Bar,Water,3.9,WH-20
783635434032,Networked zero administration  Bar,Chips,3.97,WH-11
238093128258,Fundamental high-level collabo Bottle,Snack,0.93,WH-17
887637047450,Multi-tiered fault-tolerant me Can,Chips,3.18,WH-01
904566317795,Persistent leadingedge install Bar,Water,0.88,WH-04
086040223603,Ameliorated attitude-oriented  Bar,Chips,0.76,WH-13
970371085617,Quality-focused zero tolerance Bottle,Soda,4.56,WH-08
739424454381,Fully-configurable logistical  Box,Candy,2.16,WH-15
746273500105,Configurable transitional arra Can,Beverage,0.85,WH-03
029951505580,Automated radical circuit Can,Beverage,2.35,WH-13
787461906275,Cross-platform dynamic custome Box,Candy,0.53,WH-09
770324688721,De-engineered 24/7 workforce Box,Chips,1.41,WH-02
779497075080,Open-source next generation hu Pack,Juice,4.28,WH-19
848203012597,Proactive holistic system engi Bottle,Cookies,3.7,WH-20
541435515250,Ergonomic interactive infrastr Box,Chips,0.8,WH-08
228728550099,Virtual value-added migration Can,Energy Drinks,1.74,WH-13
958745887478,Focused upward-trending archiv Box,Snack,3.83,WH-11
531890182455,Balanced zero-defect migration Box,Soda,3.9,WH-04
018664605675,Total demand-driven info-media Box,Candy,3.27,WH-08
168157696761,Synergistic intangible instruc Box,Cookies,4.71,WH-01
921906596490,Assimilated mission-critical a Can,Snack,2.6,WH-12
852153011193,Future-proofed 24/7 matrices Box,Beverage,0.56,WH-18
818089929702,Switchable multi-tasking throu Bottle,Soda,0.85,WH-20
035409186740,Integrated methodical strategy Bar,Juice,4.55,WH-08
439143805163,Organized executive portal Bar,Candy,3.93,WH-09
326563895399,Networked national help-desk Pack,Candy,0.61,WH-13
955323725074,Diverse tertiary utilization Bottle,Beverage,4.82,WH-02
609983910143,Expanded next generation Graph Bottle,Health Food,4.4,WH-11
439234625924,Profit-focused 5thgeneration c Bottle,Soda,3.46,WH-06
629051754296,Cross-group fault-tolerant pro Bottle,Chips,1.3,WH-02
169788533798,Upgradable demand-driven hardw Bar,Juice,0.84,WH-09
562543712663,Centralized regional orchestra Box,Health Food,3.22,WH-02
405527843125,Realigned fresh-thinking custo Bar,Health Food,2.89,WH-06
160893467958,User-friendly client-server ha Box,Health Food,3.73,WH-18
771755318105,Seamless impactful superstruct Can,Juice,3.18,WH-06
532729152351,Visionary empowering initiativ Can,Water,0.53,WH-19
549763164542,Function-based impactful emula Pack,Juice,4.62,WH-02
366422443270,Automated user-facing process  Box,Health Food,1.34,WH-12
941792512160,Universal radical synergy Box,Beverage,4.28,WH-13
077831737643,Operative 6thgeneration capaci Bar,Water,3.28,WH-11
328598579111,Grass-roots scalable access Box,Health Food,0.62,WH-20
240265731090,Progressive radical synergy Pack,Health Food,1.7,WH-10
022792311218,Ergonomic solution-oriented fl Pack,Beverage,1.94,WH-03
390771910246,Total actuating utilization Bottle,Soda,3.95,WH-11
212024763954,Digitized multimedia system en Pack,Health Food,4.17,WH-20
336151885325,Robust value-added hub Can,Juice,2.86,WH-16
234985651584,Configurable global matrices Can,Health Food,2.17,WH-12
833645353909,Adaptive 3rdgeneration process Bottle,Chips,0.79,WH-09
462875451444,Proactive non-volatile encrypt Bar,Juice,3.5,WH-01
850900567010,Fundamental holistic Graphical Box,Juice,4.32,WH-16
832661997725,Optional motivating system eng Bottle,Snack,2.09,WH-13
176684647336,Cloned bi-directional migratio Pack,Candy,0.94,WH-15
087354951608,Open-source background task-fo Bottle,Juice,3.86,WH-07
714117509681,Front-line didactic paradigm Bottle,Energy Drinks,3.19,WH-08
222126181808,Synergistic zero-defect comple Bottle,Health Food,1.15,WH-10
807452241302,Customizable reciprocal soluti Can,Soda,3.55,WH-09
073954593072,Expanded directional hierarchy Bar,Soda,3.05,WH-13
719686268627,Enhanced attitude-oriented sec Bottle,Juice,0.61,WH-09
193366285198,Seamless bifurcated interface Bar,Water,1.87,WH-01
352348571835,Down-sized disintermediate kno Pack,Health Food,2.84,WH-19
259212972710,Up-sized fresh-thinking knowle Can,Energy Drinks,4.18,WH-19
749268145113,Ameliorated directional extran Bottle,Juice,2.17,WH-09
397448389431,User-centric bandwidth-monitor Pack,Beverage,0.92,WH-19
140042288517,Re-engineered multimedia archi Bar,Beverage,4.02,WH-02
474755915992,Adaptive explicit neural-net Can,Candy,4.66,WH-08
095233031777,Polarized non-volatile strateg Bottle,Juice,1.43,WH-01
063780590497,Secured fresh-thinking product Pack,Candy,4.93,WH-16
776812564353,Stand-alone coherent Internet  Can,Water,3.83,WH-18
302251401898,Future-proofed upward-trending Bottle,Candy,2.42,WH-04
025241304962,Implemented analyzing capabili Bar,Snack,3.51,WH-19
644657080686,Up-sized bandwidth-monitored m Pack,Soda,2.21,WH-15
452006246091,Fully-configurable solution-or Can,Soda,4.75,WH-10
901154294041,Exclusive tertiary forecast Bottle,Candy,0.52,WH-01
620945273014,Phased high-level knowledge us Bar,Water,3.73,WH-07
618145765041,Horizontal intermediate websit Bar,Candy,1.77,WH-01
070704427596,Versatile intangible concept Pack,Chips,1.43,WH-01
048774837582,Multi-layered homogeneous matr Pack,Candy,4.3,WH-07
946535185636,Devolved web-enabled functiona Pack,Health Food,1.34,WH-15
375546229539,Seamless actuating application Bar,Soda,2.89,WH-20
990159716403,Implemented impactful encrypti Can,Juice,4.07,WH-20
629851633866,Assimilated client-server know Bar,Beverage,0.9,WH-19
145785852286,Business-focused needs-based s Pack,Health Food,3.27,WH-17
924430920106,Intuitive fresh-thinking orche Can,Juice,4.66,WH-12
052999538747,Pre-emptive composite projecti Box,Beverage,2.07,WH-08
934302908512,Integrated bottom-line methodo Pack,Energy Drinks,3.93,WH-04
363389251995,Open-architected eco-centric t Pack,Health Food,1.86,WH-03
774644015601,Profit-focused bottom-line par Bottle,Juice,1.31,WH-18
107833573174,Expanded object-oriented moder Pack,Energy Drinks,2.72,WH-05
535930113738,Versatile grid-enabled adapter Bottle,Snack,4.33,WH-16
558676687306,Pre-emptive 3rdgeneration fram Bar,Water,2.17,WH-06
406517255595,Total demand-driven adapter Bottle,Health Food,3.02,WH-13
282860058609,Versatile needs-based open sys Bar,Soda,0.54,WH-08
042453427870,Progressive discrete access Box,Water,3.47,WH-11
769657118082,Total reciprocal ability Box,Juice,0.69,WH-15
568699307316,Self-enabling grid-enabled sol Box,Water,4.54,WH-07
617601886731,Adaptive fresh-thinking produc Can,Soda,4.29,WH-14
928267189999,Upgradable tangible budgetary  Bar,Cookies,3.15,WH-05
071773413310,Horizontal next generation enc Bar,Water,1.07,WH-16
620141919073,Function-based directional tas Bar,Juice,2.99,WH-19
851322450976,Reverse-engineered bi-directio Bar,Soda,4.73,WH-17
414336859906,Intuitive responsive emulation Box,Snack,4.79,WH-08
876920167286,Fully-configurable optimal met Bottle,Beverage,2.85,WH-09
511851837684,Quality-focused foreground cus Bar,Snack,3.2,WH-08
469614795475,Robust foreground paradigm Pack,Energy Drinks,1.58,WH-09
761628105682,Monitored zero administration  Bar,Soda,4.31,WH-04
164552970043,Balanced contextually-based in Bar,Energy Drinks,4.17,WH-07
993398802519,Proactive high-level implement Bottle,Juice,2.71,WH-01
366000150457,Team-oriented uniform array Can,Chips,0.74,WH-20
032899165377,Multi-lateral user-facing fram Bar,Beverage,3.52,WH-08
745728349437,Business-focused fault-toleran Bar,Juice,2.43,WH-02
115166322237,Organic directional contingenc Box,Energy Drinks,4.0,WH-06
385606320639,Compatible fresh-thinking arch Pack,Energy Drinks,3.05,WH-07
348382248192,Advanced zero-defect Graphical Bottle,Candy,2.93,WH-02
200351573900,Decentralized intermediate wor Bottle,Soda,4.75,WH-06
609354363571,Balanced zero administration f Pack,Energy Drinks,2.19,WH-14
165626690002,Face-to-face optimizing hub Can,Water,5.0,WH-01
549454535967,Future-proofed 4thgeneration i Pack,Soda,0.67,WH-01
629533800035,Universal neutral analyzer Box,Energy Drinks,3.84,WH-14
724631706751,Upgradable asynchronous projec Box,Beverage,3.44,WH-17
287356432701,Advanced scalable knowledgebas Box,Candy,0.56,WH-09
176133173802,Optional 3rdgeneration frame Bar,Water,2.01,WH-02
576721842935,Triple-buffered foreground arc Box,Cookies,4.11,WH-05
305704585581,Ameliorated grid-enabled abili Box,Soda,4.24,WH-05
034460268695,Enterprise-wide national emula Can,Candy,2.92,WH-13
734326021920,Ergonomic 24/7 solution Can,Juice,4.82,WH-20
048850046124,Secured next generation strate Box,Soda,2.24,WH-19
918512158784,Progressive fresh-thinking ope Bottle,Cookies,3.61,WH-20
816169719425,Quality-focused bottom-line fu Can,Soda,1.17,WH-02
986177302834,Object-based encompassing matr Bottle,Health Food,1.17,WH-16
974129962627,Realigned national customer lo Bottle,Beverage,1.23,WH-13
228193235494,Sharable radical intranet Bottle,Snack,3.01,WH-13
950370278236,Pre-emptive holistic Internet  Can,Candy,4.07,WH-04
100724487009,Fundamental mission-critical m Bar,Chips,1.27,WH-08
947406527256,Business-focused background Gr Pack,Snack,4.04,WH-19
121638526988,Cross-group intangible concept Box,Beverage,3.36,WH-02
076457756990,De-engineered 4thgeneration ap Bar,Juice,4.57,WH-08
019647239294,Implemented 4thgeneration hub Bar,Candy,4.37,WH-16
272688068308,Front-line 24hour capacity Bottle,Beverage,1.65,WH-07
343746278124,Customer-focused needs-based e Box,Cookies,2.18,WH-14
960932896062,Re-contextualized zero adminis Bar,Energy Drinks,2.8,WH-02
044892136286,Visionary responsive info-medi Can,Candy,4.57,WH-11
525806555565,Distributed client-driven info Bar,Candy,3.01,WH-20
201772866428,De-engineered value-added midd Box,Snack,3.83,WH-17
724772259380,Front-line empowering function Box,Health Food,1.98,WH-18
353043880864,Optimized cohesive interface Can,Water,4.28,WH-16
325292726946,Extended local Graphic Interfa Pack,Health Food,1.37,WH-06
380214879521,Customizable didactic concept Pack,Energy Drinks,0.75,WH-11
953769785162,Persistent 24hour attitude Pack,Energy Drinks,1.75,WH-08
079792652350,Front-line methodical monitori Can,Water,4.59,WH-03
758171169687,Multi-tiered 6thgeneration gro Bar,Soda,3.04,WH-02
878699345196,Enhanced national alliance Pack,Juice,2.74,WH-15
676057357357,Pre-emptive system-worthy task Bar,Energy Drinks,4.5,WH-15
638077247434,Optional object-oriented instr Bar,Candy,3.78,WH-02
397510923778,Reactive asynchronous open sys Pack,Beverage,0.93,WH-12
126319050845,Re-engineered composite projec Bottle,Cookies,2.22,WH-12
460258054114,Customizable client-server con Pack,Health Food,1.31,WH-17
639115049955,Multi-lateral bottom-line grou Bottle,Chips,0.89,WH-12
506210469918,Profit-focused holistic core Pack,Energy Drinks,4.07,WH-01
184194765587,Switchable radical service-des Pack,Cookies,2.5,WH-10
474241681205,Expanded tangible product Bottle,Chips,1.79,WH-10
660988808985,Inverse attitude-oriented arch Bar,Snack,2.62,WH-05
389241393530,Public-key intangible attitude Bar,Beverage,3.78,WH-15
451145633862,Customizable reciprocal custom Bar,Chips,4.68,WH-09
411848147282,Decentralized national functio Can,Candy,2.89,WH-10
236841011416,Realigned empowering Graphical Can,Cookies,0.73,WH-15
175216269278,Team-oriented 24hour encryptio Box,Beverage,2.49,WH-13
998638505800,Operative 3rdgeneration collab Bottle,Energy Drinks,2.31,WH-16
224264092550,Cross-platform well-modulated  Bar,Water,1.12,WH-02
654877944202,Phased human-resource strategy Bottle,Snack,2.28,WH-05
462931643334,Assimilated leadingedge abilit Can,Energy Drinks,0.54,WH-02
525505400526,Future-proofed 6thgeneration a Bottle,Chips,4.74,WH-10
169411889753,Team-oriented static product Bottle,Health Food,2.23,WH-15
430274951519,Devolved bottom-line superstru Pack,Snack,1.57,WH-06
883304553207,Stand-alone local hierarchy Pack,Cookies,3.98,WH-20
283994481682,Progressive zero tolerance imp Bar,Energy Drinks,4.76,WH-20
390252199165,Quality-focused empowering foc Bar,Candy,2.38,WH-15
778229253312,Robust homogeneous Local Area  Box,Candy,2.11,WH-08
198114029191,Implemented leadingedge orches Box,Snack,1.52,WH-11
423617425859,Exclusive bandwidth-monitored  Box,Chips,4.22,WH-17
523447310417,Adaptive system-worthy success Bar,Soda,4.14,WH-20
026097298200,Cross-platform neutral instruc Bar,Snack,1.18,WH-12
070418518848,Compatible global pricing stru Can,Energy Drinks,1.73,WH-08
764058504069,Operative impactful solution Bottle,Snack,4.98,WH-06
371305038252,Cross-platform content-based s Box,Beverage,4.32,WH-20
711292133369,Switchable grid-enabled open s Pack,Candy,1.34,WH-10
050341605150,Virtual client-server adapter Bottle,Cookies,4.78,WH-14
452341034902,Robust actuating challenge Box,Juice,3.65,WH-08
619752105706,Advanced content-based portal Bar,Cookies,2.66,WH-19
640890514623,Devolved solution-oriented ini Bar,Health Food,2.01,WH-05
770906337264,Adaptive analyzing portal Bottle,Candy,0.7,WH-05
016097268001,Multi-channeled full-range emu Pack,Water,2.63,WH-16
633299345401,User-centric 24/7 alliance Pack,Snack,2.17,WH-13
426899712451,Public-key even-keeled budgeta Pack,Soda,2.87,WH-12
004909710674,Up-sized contextually-based da Bottle,Soda,3.39,WH-10
537977508043,Vision-oriented eco-centric pr Pack,Chips,0.66,WH-10
823923633804,Universal executive encryption Can,Water,1.38,WH-04
310479954956,Fully-configurable national le Pack,Energy Drinks,0.88,WH-01
458396158201,Down-sized even-keeled Graphic Can,Juice,3.13,WH-03
646572201411,Intuitive global success Bar,Energy Drinks,0.88,WH-07
490650994650,Diverse human-resource paradig Box,Snack,0.99,WH-08
184263099426,Proactive even-keeled infrastr Bar,Juice,2.17,WH-16
215698762937,Optimized intermediate hub Box,Beverage,3.82,WH-07
119821905054,Switchable 24hour moderator Box,Energy Drinks,1.99,WH-04
948383636517,Seamless discrete matrix Can,Water,2.9,WH-04
817177664203,Devolved foreground throughput Box,Energy Drinks,2.7,WH-03
229092865061,Programmable static standardiz Bar,Beverage,4.49,WH-16
040787570642,Compatible multi-state firmwar Bottle,Snack,0.9,WH-19
778764444227,Public-key hybrid matrices Can,Juice,4.24,WH-20
335021737465,Intuitive content-based produc Bar,Beverage,4.37,WH-01
489287968298,Profit-focused human-resource  Pack,Snack,3.38,WH-07
780860982300,User-friendly mobile migration Can,Beverage,1.67,WH-13
603687380551,Cross-platform tertiary servic Bar,Snack,2.91,WH-18
274004791396,Balanced didactic customer loy Box,Beverage,3.08,WH-20
042016045566,Horizontal fault-tolerant solu Pack,Energy Drinks,1.22,WH-17
431127440590,Cross-group directional custom Bar,Cookies,1.32,WH-02
402808519733,Re-engineered multi-tasking fr Bar,Cookies,4.23,WH-01
164943437569,Sharable intermediate knowledg Pack,Juice,2.35,WH-12
781705349671,Cloned real-time neural-net Box,Candy,2.31,WH-06
268408493930,Virtual zero-defect hierarchy Pack,Candy,1.82,WH-16
837651144504,Persevering 6thgeneration stra Pack,Juice,1.14,WH-09
215108048107,Intuitive interactive workforc Bar,Beverage,2.47,WH-06
932724400467,Integrated global success Box,Beverage,2.31,WH-16
357862998521,Robust client-server open arch Can,Chips,4.2,WH-05
412807896732,De-engineered web-enabled hub Bottle,Juice,1.04,WH-07
227336621313,Total neutral open architectur Bar,Water,1.37,WH-19
348701876879,Open-source zero tolerance acc Can,Health Food,4.28,WH-17
416648054201,Focused analyzing infrastructu Box,Beverage,3.1,WH-03
839220258119,Synchronized high-level algori Can,Candy,3.72,WH-15
577877757311,Multi-channeled global strateg Can,Water,3.37,WH-05
366157153091,Optimized content-based matrix Can,Energy Drinks,3.73,WH-19
379350971887,Balanced zero administration i Pack,Energy Drinks,4.27,WH-10
704192215762,Grass-roots fresh-thinking enc Box,Energy Drinks,2.66,WH-12
490784341870,Cross-group zero tolerance kno Bar,Health Food,3.29,WH-19
640361091779,De-engineered human-resource d Pack,Health Food,2.65,WH-04
911684107649,Seamless global process improv Pack,Chips,2.97,WH-08
486249789891,Operative 3rdgeneration hub Pack,Juice,4.36,WH-01
259378919456,Profit-focused asynchronous st Bar,Health Food,3.25,WH-15
540382294822,Ergonomic leadingedge process  Box,Health Food,1.36,WH-13
387467826377,Seamless bi-directional help-d Can,Juice,4.38,WH-08
199059968266,Self-enabling even-keeled flex Can,Snack,2.17,WH-05
876987916750,Multi-layered tertiary help-de Bottle,Chips,1.89,WH-07
342370819251,Organized composite installati Can,Juice,1.71,WH-13
751727707993,Persevering multi-tasking work Pack,Chips,3.31,WH-05
831880055547,Inverse asynchronous access Box,Cookies,1.68,WH-18
268885768506,Progressive demand-driven grou Bottle,Chips,4.6,WH-16
024286709653,Diverse client-server initiati Bottle,Snack,4.52,WH-09
552177682853,Face-to-face encompassing Inte Can,Health Food,2.47,WH-20
260351908157,Assimilated reciprocal encrypt Bottle,Cookies,4.72,WH-09
485470091512,Decentralized radical concept Can,Snack,1.96,WH-20
824993287450,Implemented asymmetric help-de Pack,Cookies,3.35,WH-08
094902350018,Upgradable intermediate functi Bottle,Snack,1.19,WH-10
625016243846,Adaptive impactful time-frame Pack,Juice,4.55,WH-12
619886671260,Digitized needs-based alliance Can,Beverage,1.21,WH-19
286506271261,Open-source system-worthy open Can,Juice,0.55,WH-11
060222004071,Object-based attitude-oriented Pack,Cookies,3.08,WH-14
321578885280,Future-proofed clear-thinking  Box,Beverage,4.32,WH-18
266418930842,Profound heuristic artificial  Pack,Soda,1.72,WH-01
045577222235,Reduced neutral time-frame Box,Cookies,3.22,WH-14
755727736009,Robust national info-mediaries Pack,Beverage,1.6,WH-10
429278639027,Digitized client-driven artifi Box,Soda,0.81,WH-05
629229346145,Switchable modular capacity Pack,Candy,3.16,WH-09
783205423295,Face-to-face modular contingen Pack,Water,2.3,WH-08
468308684552,Programmable local alliance Bottle,Health Food,4.79,WH-17
708863374080,Customizable solution-oriented Bottle,Cookies,4.9,WH-19
096407309682,Reduced upward-trending comple Bottle,Snack,2.5,WH-07
395333620189,Assimilated disintermediate fo Box,Soda,3.8,WH-01
270204160361,Realigned modular synergy Bottle,Soda,1.81,WH-02
034749338036,Proactive foreground analyzer Bottle,Soda,2.05,WH-07
434623910470,Total optimal neural-net Bar,Beverage,3.48,WH-02
082220645513,Cross-group dynamic moderator Can,Snack,2.97,WH-08
280381734085,Total leadingedge projection Bar,Energy Drinks,3.77,WH-11
734161740741,Open-architected hybrid system Can,Chips,2.66,WH-03
644678218426,Synchronized 5thgeneration pro Box,Candy,2.39,WH-02
710693162700,Face-to-face uniform superstru Bottle,Juice,4.13,WH-18
243487181765,Self-enabling encompassing gro Bottle,Beverage,4.41,WH-08
984545199776,Future-proofed static secured  Can,Cookies,3.51,WH-02
524027184277,Enterprise-wide system-worthy  Pack,Water,2.52,WH-05
494082342065,Function-based impactful archi Pack,Chips,3.73,WH-02
691930980377,Decentralized systemic emulati Bar,Beverage,3.48,WH-14
830883722326,Mandatory optimal data-warehou Can,Beverage,3.12,WH-02
553053451509,Reactive context-sensitive fra Can,Health Food,1.24,WH-11
476623441898,Digitized local product Can,Candy,4.33,WH-07
340771893905,Customer-focused composite for Pack,Cookies,4.39,WH-02
612200823755,Stand-alone neutral alliance Can,Water,1.84,WH-06
655714826346,Vision-oriented holistic hiera Bottle,Energy Drinks,2.83,WH-09
459335178172,Centralized analyzing superstr Bottle,Health Food,2.73,WH-06
229036123017,Focused regional approach Box,Candy,3.5,WH-16
173207467398,Polarized maximized info-media Pack,Chips,3.25,WH-06
509498845499,Visionary needs-based Local Ar Bottle,Energy Drinks,3.22,WH-03
682633686885,Triple-buffered encompassing c Pack,Chips,2.23,WH-20
920397012284,Devolved mission-critical task Bar,Snack,0.52,WH-05
929601875210,Enterprise-wide dynamic archiv Can,Cookies,3.94,WH-01
240886230395,Open-source static workforce Box,Soda,3.09,WH-19
941161172275,Multi-channeled transitional m Pack,Soda,0.64,WH-12
328210445400,Customer-focused mobile Local  Box,Cookies,2.11,WH-08
137449312814,Multi-layered user-facing alli Can,Energy Drinks,0.84,WH-15
081498467004,Pre-emptive bifurcated conglom Can,Water,2.56,WH-17
802854075136,Adaptive 24hour algorithm Pack,Juice,4.05,WH-19
656836204290,Phased optimal encryption Pack,Chips,3.17,WH-03
843353165136,Synergized multi-tasking acces Bar,Chips,2.55,WH-02
733858515817,Enterprise-wide human-resource Box,Energy Drinks,4.55,WH-05
591282871676,Mandatory 3rdgeneration hardwa Bar,Juice,2.95,WH-09
490237796273,Enhanced multimedia model Bar,Chips,1.41,WH-08
184435544472,Persistent actuating implement Bar,Juice,4.41,WH-08
523782055500,Optional radical interface Bar,Beverage,2.88,WH-13
540485233030,Self-enabling solution-oriente Bar,Candy,1.59,WH-07
736308882897,Pre-emptive multi-state circui Can,Snack,0.79,WH-10
458204399693,De-engineered bi-directional s Bar,Soda,2.32,WH-16
149340894637,Synchronized reciprocal portal Bottle,Juice,1.8,WH-13
123281819886,Multi-lateral actuating conglo Bar,Soda,2.92,WH-11
680959286722,Cross-platform upward-trending Bar,Health Food,2.49,WH-06
546451774987,Triple-buffered zero tolerance Box,Beverage,4.25,WH-06
936684245606,Virtual value-added frame Pack,Cookies,2.64,WH-17
480707844937,Managed maximized open archite Box,Snack,3.09,WH-07
132087917627,Exclusive mobile access Bar,Snack,4.36,WH-09
426528975747,Object-based composite synergy Bar,Soda,4.57,WH-14
629423878341,Right-sized local throughput Bar,Candy,2.04,WH-10
585606533440,Extended demand-driven time-fr Can,Candy,4.58,WH-14
665303140787,Triple-buffered next generatio Can,Health Food,2.5,WH-03
839155770518,Self-enabling systemic project Pack,Soda,1.82,WH-03
402256097848,Configurable logistical middle Bottle,Energy Drinks,3.79,WH-12
746307559081,Synergized attitude-oriented m Bar,Cookies,2.25,WH-05
906531220802,Seamless web-enabled support Box,Candy,0.51,WH-05
820015525888,Virtual full-range secured lin Can,Chips,2.42,WH-11
456897251854,Re-engineered impactful produc Box,Candy,1.98,WH-07
363852594441,Programmable uniform throughpu Pack,Snack,3.55,WH-13
455564413475,Centralized national throughpu Bottle,Juice,3.53,WH-07
426139410615,Upgradable grid-enabled frame Can,Energy Drinks,1.18,WH-14
211142851931,Quality-focused context-sensit Box,Candy,2.85,WH-15
374625939863,Up-sized asynchronous framewor Bottle,Beverage,4.53,WH-05
226306645788,Customizable zero-defect paral Bar,Chips,2.23,WH-03
032274283316,Centralized human-resource bud Can,Water,3.96,WH-13
763170322263,Persistent incremental project Pack,Snack,2.42,WH-17
411861731041,Ergonomic attitude-oriented ne Box,Energy Drinks,1.64,WH-19
281997881348,Managed fresh-thinking allianc Bar,Chips,3.8,WH-08
875008146374,Function-based modular emulati Can,Chips,3.99,WH-09
619225977505,Proactive 3rdgeneration Intern Bottle,Beverage,3.45,WH-08
363991277785,Decentralized composite struct Can,Soda,0.78,WH-19
767846454165,Fundamental homogeneous produc Pack,Juice,2.86,WH-18
663145196114,Cross-group executive artifici Bottle,Snack,3.87,WH-20
499187015367,Virtual explicit artificial in Bar,Cookies,4.79,WH-01
466733713419,Operative directional hub Bottle,Soda,3.32,WH-04
910654959778,Advanced static website Bar,Chips,4.47,WH-05
996916400438,Inverse multi-state Graphical  Pack,Cookies,1.83,WH-07
163856940554,Ergonomic empowering definitio Pack,Juice,3.85,WH-15
960934771427,Multi-lateral tangible success Bar,Health Food,2.05,WH-15
942798289886,Multi-layered logistical produ Can,Health Food,4.73,WH-09
668580158582,Open-architected hybrid open a Bar,Juice,2.24,WH-05
382396059192,Re-engineered 6thgeneration wo Box,Health Food,3.94,WH-14
465301378938,Integrated transitional focus  Can,Candy,2.32,WH-03
186151530702,Ergonomic fresh-thinking budge Can,Cookies,4.79,WH-12
107812864815,Enterprise-wide eco-centric gr Box,Cookies,3.35,WH-10
574265692043,Robust interactive extranet Bar,Cookies,1.97,WH-14
563348606909,Proactive holistic hardware Bottle,Cookies,2.25,WH-03
467038086218,Quality-focused system-worthy  Pack,Candy,3.55,WH-12
842968110308,Function-based uniform core Box,Water,2.06,WH-07
041693808858,Face-to-face real-time conting Box,Candy,4.8,WH-18
598551238475,Devolved neutral conglomeratio Bar,Health Food,1.64,WH-07
713467991545,Reverse-engineered responsive  Bottle,Health Food,0.54,WH-01
047890412132,Vision-oriented interactive be Bar,Water,1.64,WH-13
172922180055,Universal human-resource hub Pack,Candy,2.9,WH-07
448595932460,Object-based attitude-oriented Bottle,Cookies,1.1,WH-01
313518103365,Versatile 4thgeneration monito Pack,Chips,4.73,WH-15
800681372985,Integrated fresh-thinking know Bottle,Health Food,2.25,WH-13
944624125575,Reverse-engineered systematic  Box,Water,1.23,WH-20
726182332155,Decentralized web-enabled inst Box,Energy Drinks,2.3,WH-06
746217430872,Versatile demand-driven archit Bottle,Soda,2.81,WH-10
357262360802,Balanced high-level parallelis Pack,Candy,4.89,WH-16
126385623040,Sharable stable groupware Pack,Snack,4.58,WH-19
764291286373,De-engineered homogeneous mode Box,Cookies,2.5,WH-17
464425760543,Multi-lateral responsive proce Pack,Health Food,1.88,WH-11
167208881405,Public-key uniform interface Bar,Energy Drinks,3.1,WH-20
182607497814,Synergistic local implementati Bottle,Water,1.34,WH-19
379927873844,Diverse needs-based toolset Pack,Beverage,1.35,WH-18
730343485793,Multi-channeled even-keeled al Pack,Candy,1.39,WH-19
689639109946,Realigned incremental protocol Bottle,Snack,2.57,WH-08
